# Eelst 		 Emultipole 
     -0.00273654      -0.00072510
     -0.00025666       0.00005755
     -0.00194653       0.00044725
     -0.00471792      -0.00054333
      0.00017243       0.00029352
      0.00003557       0.00007003
     -0.00613613      -0.00109009
     -0.00045104      -0.00027215
     -0.00020594      -0.00009200
     -0.00035276      -0.00018230
     -0.00150642       0.00099771
     -0.00108483      -0.00045512
     -0.00626820      -0.00119104
     -0.00648226      -0.00052333
     -0.00015367       0.00002700
     -0.00259831       0.00023544
     -0.00237026      -0.00063310
      0.00022739       0.00057652
     -0.01621148       0.00186293
     -0.00007927       0.00000085
     -0.00058353       0.00058017
     -0.00006732       0.00009372
     -0.00117067      -0.00025407
     -0.00025313      -0.00005464
     -0.00047598       0.00017408
     -0.00010328       0.00018386
     -0.00031084      -0.00015013
     -0.00001881       0.00003606
      0.00007246       0.00016964
     -0.00031792      -0.00017177
     -0.00197116       0.00004503
      0.00012286       0.00041980
     -0.01101696       0.00109213
     -0.00053579       0.00098492
     -0.01110598       0.00187801
     -0.00083146       0.00017844
      0.00014630       0.00017149
     -0.00028411      -0.00021528
     -0.00296577      -0.00028905
     -0.00043017      -0.00027207
     -0.00232111       0.00044391
     -0.00011480      -0.00004834
     -0.00016112       0.00004323
     -0.00766353      -0.00174464
     -0.00093344       0.00004364
     -0.00152637       0.00106512
     -0.00696324       0.00103252
     -0.00387854      -0.00090492
      0.00004522       0.00025392
     -0.00001344       0.00025201
     -0.00047820      -0.00027900
     -0.00189844      -0.00057056
     -0.00038464      -0.00022869
     -0.00177931       0.00038527
     -0.00487225      -0.00031187
     -0.00066157      -0.00034136
      0.00007646       0.00012220
     -0.00735534      -0.00035906
     -0.00056944      -0.00029360
     -0.00718844       0.00004364
     -0.00066337       0.00021630
     -0.00593058      -0.00012698
     -0.00231921      -0.00001571
     -0.00649983      -0.00088653
     -0.00029963      -0.00013716
     -0.00045513       0.00052047
     -0.00029159      -0.00016133
     -0.00053136      -0.00017095
     -0.00004908       0.00007910
     -0.00363686       0.00037548
      0.00014847       0.00018149
     -0.00024154      -0.00011581
     -0.00022880       0.00016700
     -0.00031387       0.00049136
      0.00002587       0.00008554
     -0.00228853       0.00005891
     -0.00297104       0.00018630
     -0.00061944      -0.00015320
     -0.00019915      -0.00004017
     -0.00011893       0.00011801
     -0.00019057      -0.00004378
     -0.00035945      -0.00005430
     -0.00458784      -0.00001708
     -0.00180343       0.00121237
     -0.00068732       0.00039986
      0.00013010       0.00080007
     -0.00013360       0.00059201
     -0.00008215       0.00007795
     -0.00014847       0.00030075
     -0.00013031       0.00008942
     -0.00029356      -0.00005448
     -0.00063603      -0.00005891
      0.00004625       0.00017110
     -0.00020121      -0.00012777
     -0.00109812      -0.00024945
     -0.00218914       0.00061520
     -0.00187015      -0.00031557
     -0.00103015       0.00012468
     -0.00079241      -0.00020382
     -0.00093355      -0.00028833
     -0.00019049       0.00002067
     -0.00092084      -0.00033126
      0.00042508       0.00052947
     -0.00474820       0.00093135
     -0.00213595      -0.00049871
     -0.00070626      -0.00011958
      0.00002650       0.00036330
     -0.00132052      -0.00043478
     -0.00047710      -0.00024686
     -0.00189910      -0.00011436
     -0.00036439      -0.00021716
     -0.00262104      -0.00076445
      0.00006237       0.00029515
     -0.00078379      -0.00001365
     -0.00040235       0.00007379
     -0.00705658       0.00073856
     -0.00172882       0.00030183
     -0.00133645       0.00014675
     -0.00721074       0.00053065
     -0.00153396       0.00052983
     -0.00043234       0.00093823
     -0.00028910      -0.00009611
     -0.00020232      -0.00008712
     -0.00164521      -0.00052088
     -0.00303519      -0.00039543
     -0.00052451      -0.00029699
     -0.00030258       0.00017104
     -0.00012578      -0.00000917
     -0.00301520       0.00039917
     -0.00018277      -0.00011482
     -0.00051433      -0.00007968
      0.00011258       0.00014950
     -0.00026074      -0.00016423
